t,anomaly_label
8.115698,0
8.165693,0
8.215685,0
8.265677,0
8.315667,0
8.365659,0
8.415655,0
8.465641,0
8.515632,0
8.565623,0
8.615615,0
8.665606,0
8.715597,0
8.765589,0
8.81558,0
8.865571,0
8.915573,0
8.965553,0
9.001228,0
9.015545,0
9.06555,0
9.115528,0
9.165519,0
9.215519,0
9.265503,0
9.315492,0
9.365495,0
9.415475,0
9.465466,0
9.515458,0
9.56545,0
9.61544,0
9.665432,0
9.715457,0
9.765419,0
9.815428,0
9.865396,0
9.915387,0
9.965379,0
9.996551,0
10.01537,0
10.065361,0
10.115353,0
10.165345,0
10.215335,0
10.265326,0
10.315319,0
10.36531,0
10.4153,0
10.465291,0
10.515286,0
10.565274,0
10.615265,0
10.6653,0
10.715248,0
10.765239,0
10.815245,0
10.865221,0
10.915213,0
10.965204,0
10.998009,0
11.015195,0
11.06519,0
11.115177,0
11.165169,0
11.215162,0
11.265151,0
11.315142,0
11.365134,0
11.415125,0
11.465153,0
11.51513,0
11.565099,0
11.61509,0
11.665081,0
11.715072,0
11.765063,0
11.815055,0
11.865048,0
11.915037,0
11.965029,0
11.997991,0
12.01502,0
12.065011,0
12.115002,0
12.164994,0
12.214985,0
12.264976,0
12.314968,0
12.364959,0
12.414954,0
12.464942,0
12.514932,0
12.564925,0
12.614915,0
12.664906,0
12.714897,0
12.764889,0
12.814882,0
12.864871,0
12.914862,0
12.964853,0
12.996007,0
13.014844,0
13.064836,0
13.114827,0
13.164829,0
13.214851,0
13.264815,0
13.314792,0
13.364783,0
13.414774,0
13.464777,0
13.514757,0
13.564748,0
13.614738,0
13.664731,0
13.714722,0
13.764713,0
13.814704,0
13.864695,0
13.914687,0
13.964678,0
13.969677,0
14.000456,0
14.014669,0
14.064663,0
14.114658,0
14.164642,0
14.214635,0
14.264626,0
14.319615,0
14.364608,0
14.414599,0
14.46459,0
14.514581,0
14.564574,0
14.614613,0
14.664555,0
14.669554,0
14.714546,0
14.764561,0
14.814528,0
14.864519,0
14.914524,0
14.964556,0
15.001107,0
15.019512,0
15.06453,0
15.114476,0
15.164469,0
15.214462,0
15.264449,0
15.31444,0
15.364429,0
15.369431,0
15.414423,0
15.464422,0
15.514407,0
15.564396,0
15.614388,0
15.664375,0
15.719369,0
15.764361,0
15.814354,0
15.864343,0
15.914334,0
15.964326,0
16.000153,0
16.014317,0
16.06431,0
16.069308,0
16.1143,0
16.16429,0
16.214282,0
16.264273,0
16.314264,0
16.364255,0
16.419245,0
16.464238,0
16.514234,0
16.56422,0
16.614212,0
16.664202,0
16.714193,0
16.764184,0
16.769184,0
16.814275,0
16.864179,0
16.914158,0
16.964149,0
16.969148,0
16.998954,0
17.014141,0
17.064132,0
17.119121,0
17.164114,0
17.214106,0
17.264096,0
17.319086,0
17.36408,0
17.41407,0
17.46406,0
17.46906,0
17.514051,0
17.564043,0
17.614034,0
17.664025,0
17.669024,0
17.714016,0
17.764008,0
17.818998,0
17.86399,0
17.913983,0
17.963973,0
17.993204,0
18.018963,0
18.063955,0
18.113946,0
18.163937,0
18.168936,0
18.213928,0
18.263962,0
18.31391,0
18.363901,0
18.3689,0
18.413905,0
18.463889,0
18.518902,0
18.563918,0
18.613857,0
18.663848,0
18.718838,0
18.76383,0
18.813829,0
18.863813,0
18.868812,0
18.913804,0
18.963795,0
18.999596,0
19.013786,0
19.063777,0
19.068776,0
19.113768,0
19.163759,0
19.218749,0
19.263744,0
19.268741,0
19.313733,0
19.363724,0
19.418714,0
19.463706,0
19.513697,0
19.563704,0
19.568688,0
19.618679,0
19.663671,0
19.713661,0
19.763657,0
19.768656,0
19.813649,0
19.863635,0
19.918626,0
19.963617,0
19.968616,0
20.005011,0
20.013608,0
20.0636,0
20.11859,0
20.163581,0
20.213573,0
20.263609,0
20.268599,0
20.318561,0
20.363546,0
20.413579,0
20.463528,0
20.468527,0
20.513519,0
20.563523,0
20.6185,0
20.663492,0
20.668492,0
20.71348,0
20.763475,0
20.818465,0
20.863457,0
20.913448,0
20.963439,0
20.968438,0
21.000182,0
21.01843,0
21.063421,0
21.113416,0
21.163404,0
21.168402,0
21.213394,0
21.263385,0
21.318375,0
21.363368,0
21.368366,0
21.41336,0
21.463352,0
21.51834,0
21.563332,0
21.613323,0
21.663314,0
21.668323,0
21.718304,0
21.763296,0
21.813288,0
21.863299,0
21.868277,0
21.913269,0
21.963262,0
21.999968,0
22.01829,0
22.063265,0
22.068254,0
22.113233,0
22.163236,0
22.218215,0
22.263206,0
22.268206,0
22.313198,0
22.363189,0
22.368189,0
22.418179,0
22.463171,0
22.513165,0
22.563153,0
22.568153,0
22.618145,0
22.663135,0
22.718127,0
22.763117,0
22.768117,0
22.813116,0
22.863099,0
22.91809,0
22.963082,0
22.968081,0
23.003056,0
23.013073,0
23.063063,0
23.118054,0
23.163045,0
23.213037,0
23.263032,0
23.268036,0
23.318022,0
23.363011,0
23.418003,0
23.462996,0
23.467993,0
23.512984,0
23.562975,0
23.617966,0
23.662956,0
23.667966,0
23.712947,0
23.762948,0
23.767989,0
23.817951,0
23.862936,0
23.912912,0
23.962903,0
23.967902,0
24.004001,0
24.017912,0
24.062884,0
24.117874,0
24.162866,0
24.167881,0
24.212857,0
24.262848,0
24.31784,0
24.36283,0
24.36783,0
24.412821,0
24.462819,0
24.467811,0
24.517802,0
24.562794,0
24.612786,0
24.662776,0
24.667778,0
24.717767,0
24.762758,0
24.81775,0
24.862742,0
24.86774,0
24.912731,0
24.962722,0
24.994492,0
25.017712,0
25.062705,0
25.067704,0
25.112696,0
25.162686,0
25.167733,0
25.217677,0
25.262668,0
25.267667,0
25.31266,0
25.362657,0
25.367653,0
25.41764,0
25.462632,0
25.517622,0
25.562627,0
25.567613,0
25.617669,0
25.662614,0
25.717586,0
25.762578,0
25.767585,0
25.812568,0
25.862559,0
25.867558,0
25.917549,0
25.962541,0
25.967541,0
26.0,0
26.012533,0
26.062523,0
26.067523,0
26.117513,0
26.162505,0
26.217495,0
26.262487,0
26.267486,0
26.317477,0
26.362469,0
26.417459,0
26.462451,0
26.467451,0
26.512442,0
26.562433,0
26.567432,0
26.617465,0
26.662415,0
26.667414,0
26.712406,0
26.762398,0
26.767415,0
26.817387,0
26.862378,0
26.91737,0
26.962362,0
26.967361,0
27.001965,0
27.01735,0
27.062342,0
27.117332,0
27.162324,0
27.167323,0
27.212315,0
27.262306,0
27.317334,0
27.362296,0
27.367292,0
27.412274,0
27.46227,0
27.467269,0
27.51726,0
27.562252,0
27.617241,0
27.662233,0
27.667232,0
27.717223,0
27.762215,0
27.817205,0
27.862197,0
27.867196,0
27.912188,0
27.962179,0
27.967178,0
28.003809,0
28.017169,0
28.062161,0
28.067194,0
28.112151,0
28.162142,0
28.167141,0
28.217149,0
28.262124,0
28.267123,0
28.317114,0
28.362106,0
28.367105,0
28.417096,0
28.462088,0
28.517078,0
28.56207,0
28.567069,0
28.61706,0
28.662051,0
28.667051,0
28.717041,0
28.762034,0
28.767032,0
28.812024,0
28.862015,0
28.867014,0
28.917005,0
28.961997,0
28.966996,0
29.001093,0
29.016987,0
29.06203,0
29.067054,0
29.116985,0
29.161958,0
29.216963,0
29.261943,0
29.266941,0
29.316933,0
29.361925,0
29.366924,0
29.416914,0
29.461905,0
29.466904,0
29.511896,0
29.561887,0
29.566887,0
29.616877,0
29.661869,0
29.666868,0
29.716859,0
29.761852,0
29.76685,0
29.816841,0
29.861833,0
29.916865,0
29.961814,0
29.966813,0
30.00096,0
30.016804,0
30.061799,0
30.066808,0
30.116786,0
30.161778,0
30.166777,0
30.211768,0
30.261759,0
30.266758,0
30.316749,0
30.361741,0
30.366741,0
30.416731,0
30.461725,0
30.466722,0
30.516713,0
30.561706,0
30.566703,0
30.616694,0
30.661686,0
30.666686,0
30.716676,0
30.761668,0
30.766667,0
30.816661,0
30.861674,0
30.866669,0
30.916653,0
30.961633,0
30.96663,0
30.99744,0
31.016621,0
31.061612,0
31.066654,0
31.116602,0
31.161594,0
31.166593,0
31.216606,0
31.261576,0
31.266575,0
31.316566,0
31.361557,0
31.36658,0
31.416547,0
31.461539,0
31.466539,0
31.516532,0
31.561521,0
31.566519,0
31.61651,0
31.661502,0
31.666501,0
31.716492,0
31.761484,0
31.766483,0
31.816476,0
31.861466,0
31.866465,0
31.916456,0
31.961447,0
31.966446,0
32.003204,0
32.016437,0
32.061429,0
32.066428,0
32.116419,0
32.16141,0
32.166416,0
32.216403,0
32.261392,0
32.266394,0
32.316382,0
32.361373,0
32.366423,0
32.416363,0
32.461355,0
32.466354,0
32.516385,0
32.561336,0
32.566337,0
32.616363,0
32.661337,0
32.666379,0
32.716304,0
32.761316,0
32.766299,0
32.816289,0
32.861282,0
32.866281,0
32.916271,0
32.961263,0
32.966262,0
33.006957,0
33.016253,0
33.061246,0
33.066251,0
33.116234,0
33.161231,0
33.166226,0
33.216217,0
33.261207,0
33.266207,0
33.316197,0
33.361189,0
33.366188,0
33.416179,0
33.46117,0
33.466169,0
33.51616,0
33.561152,0
33.566151,0
33.616143,0
33.661134,0
33.666132,0
33.716123,0
33.761115,0
33.766115,0
33.816104,0
33.861096,0
33.866096,0
33.916086,0
33.961078,0
33.966077,0
34.008963,0
34.016067,0
34.061059,0
34.066058,0
34.116049,0
34.16104,0
34.16604,0
34.21603,0
34.261023,0
34.266021,0
34.316014,0
34.361004,0
34.366003,0
34.415994,0
34.461077,0
34.466025,0
34.515985,0
34.565966,0
34.615956,0
34.665947,0
34.715937,0
34.765928,0
34.815925,0
34.86591,0
34.9159,0
34.965894,0
35.01396,0
35.015882,0
35.065872,0
35.115863,0
35.165858,0
35.215845,0
35.265835,0
35.315829,0
35.365817,0
35.415808,0
35.465798,0
35.515789,0
35.565779,0
35.61577,0
35.665761,0
35.715751,0
35.765753,0
35.815734,0
35.865724,0
35.915714,0
35.965705,0
35.997061,0
36.015695,0
36.065686,0
36.11568,0
36.1657,0
36.215669,0
36.265654,0
36.315639,0
36.36563,0
36.415621,0
36.465612,0
36.515602,0
36.565593,0
36.615583,0
36.665575,0
36.715565,0
36.765555,0
36.815546,0
36.865537,0
36.91553,0
36.96552,0
36.997956,0
37.015508,0
37.065536,0
37.115491,0
37.16548,0
37.215499,0
37.265461,0
37.315452,0
37.365464,0
37.415434,0
37.465425,0
37.515438,0
37.565412,0
37.615396,0
37.665395,0
37.715377,0
37.765368,0
37.81536,0
37.865349,0
37.915379,0
37.965341,0
37.997954,0
38.015327,0
38.065312,0
38.115303,0
38.165293,0
38.215283,0
38.265274,0
38.315264,0
38.365255,0
38.415246,0
38.465236,0
38.515227,0
38.565218,0
38.615208,0
38.6652,0
38.715189,0
38.765181,0
38.815174,0
38.865162,0
38.915152,0
38.965177,0
39.003086,0
39.015133,0
39.065123,0
39.115126,0
39.165105,0
39.215095,0
39.26509,0
39.315078,0
39.365067,0
39.415057,0
39.465048,0
39.515039,0
39.56503,0
39.61502,0
39.665013,0
39.715023,0
39.764989,0
39.814982,0
39.864974,0
39.914964,0
39.964953,0
40.00098,0
40.014943,0
40.064934,0
40.114928,0
40.164919,0
40.214906,0
40.264896,0
40.314887,0
40.364878,0
40.414911,0
40.46486,0
40.514849,0
40.56487,0
40.61483,0
40.664821,0
40.714824,0
40.764802,0
40.814792,0
40.864783,0
40.914773,0
40.964764,0
41.00052,0
41.014754,0
41.064745,0
41.114735,0
41.164729,0
41.214716,0
41.264707,0
41.314697,0
41.36469,0
41.414678,0
41.464713,0
41.514674,0
41.564655,0
41.619641,0
41.664631,0
41.714673,0
41.764612,0
41.814602,0
41.864615,0
41.914583,0
41.964574,0
41.969573,0
42.000144,0
42.014564,0
42.064555,0
42.114545,0
42.164536,0
42.214526,0
42.264517,0
42.319506,0
42.364497,0
42.414489,0
42.464479,0
42.514469,0
42.56446,0
42.614456,0
42.66444,0
42.66944,0
42.714431,0
42.764424,0
42.814412,0
42.864403,0
42.914392,0
42.964384,0
43.001007,0
43.019373,0
43.064364,0
43.114356,0
43.164345,0
43.214335,0
43.264327,0
43.314361,0
43.364319,0
43.369319,0
43.414297,0
43.464289,0
43.514278,0
43.564268,0
43.614258,0
43.664249,0
43.719239,0
43.764229,0
43.814221,0
43.864211,0
43.919201,0
43.964192,0
43.993984,0
44.014182,0
44.064172,0
44.069172,0
44.114162,0
44.164156,0
44.214144,0
44.264134,0
44.269136,0
44.314128,0
44.364117,0
44.419123,0
44.464095,0
44.514086,0
44.564076,0
44.619066,0
44.664057,0
44.714047,0
44.764038,0
44.769038,0
44.814028,0
44.864019,0
44.914009,0
44.964,0
44.969,0
44.996956,0
45.01404,0
45.063993,0
45.118971,0
45.163961,0
45.21396,0
45.263942,0
45.318932,0
45.363924,0
45.413917,0
45.463903,0
45.468902,0
45.513893,0
45.563884,0
45.613876,0
45.663865,0
45.668865,0
45.713855,0
45.763847,0
45.818835,0
45.863826,0
45.913816,0
45.963807,0
45.996958,0
46.018796,0
46.063788,0
46.113778,0
46.163768,0
46.168767,0
46.213758,0
46.263749,0
46.313794,0
46.363729,0
46.368728,0
46.41372,0
46.463747,0
46.5187,0
46.563694,0
46.613681,0
46.663671,0
46.718675,0
46.763659,0
46.813679,0
46.863636,0
46.918621,0
46.963613,0
46.996957,0
47.013604,0
47.063593,0
47.068593,0
47.113585,0
47.163574,0
47.218563,0
47.263555,0
47.268554,0
47.313547,0
47.363535,0
47.418525,0
47.463516,0
47.513506,0
47.563497,0
47.568496,0
47.618486,0
47.663478,0
47.713467,0
47.763458,0
47.768456,0
47.813448,0
47.863438,0
47.918427,0
47.963419,0
47.968418,0
47.997027,0
48.013409,0
48.063406,0
48.118389,0
48.16338,0
48.21337,0
48.26336,0
48.268359,0
48.318351,0
48.363341,0
48.413333,0
48.463322,0
48.468373,0
48.513312,0
48.563348,0
48.618354,0
48.663283,0
48.668281,0
48.713272,0
48.763263,0
48.818252,0
48.863243,0
48.868243,0
48.913234,0
48.963224,0
48.968223,0
49.004432,0
49.018213,0
49.063205,0
49.113195,0
49.163185,0
49.168184,0
49.218174,0
49.263165,0
49.318155,0
49.363146,0
49.368145,0
49.413136,0
49.463133,0
49.518115,0
49.563112,0
49.568105,0
49.613097,0
49.663087,0
49.668086,0
49.718076,0
49.763068,0
49.813111,0
49.863048,0
49.868046,0
49.918037,0
49.963067,0
50.000963,0
50.018017,0
50.063012,0
50.068034,0
50.112999,0
50.162989,0
50.217997,0
50.26297,0
50.26797,0
50.31296,0
50.362998,0
50.368,0
50.417948,0
50.462937,0
50.512923,0
50.562911,0
50.567909,0
50.6179,0
50.662892,0
50.71788,0
50.762872,0
50.76787,0
50.812861,0
50.862852,0
50.917841,0
50.962832,0
50.967831,0
50.999961,0
51.012822,0
51.062819,0
51.067811,0
51.117802,0
51.162792,0
51.212783,0
51.262773,0
51.267772,0
51.317764,0
51.362753,0
51.417743,0
51.462733,0
51.467732,0
51.517719,0
51.562714,0
51.617703,0
51.662694,0
51.667693,0
51.712684,0
51.762676,0
51.767673,0
51.817663,0
51.862656,0
51.867659,0
51.912649,0
51.962635,0
51.967634,0
52.003774,0
52.017624,0
52.062615,0
52.117604,0
52.162595,0
52.167594,0
52.217625,0
52.262637,0
52.317564,0
52.362555,0
52.367567,0
52.412546,0
52.462536,0
52.467535,0
52.517525,0
52.562516,0
52.567515,0
52.612506,0
52.662496,0
52.667495,0
52.717485,0
52.762476,0
52.817466,0
52.862457,0
52.867456,0
52.917446,0
52.962491,0
53.00501,0
53.017426,0
53.062417,0
53.067416,0
53.112422,0
53.162397,0
53.167396,0
53.217386,0
53.26238,0
53.267376,0
53.312369,0
53.362359,0
53.367357,0
53.417346,0
53.462338,0
53.517327,0
53.562318,0
53.567317,0
53.617307,0
53.662298,0
53.717287,0
53.762278,0
53.767277,0
53.81232,0
53.862258,0
53.91729,0
53.962304,0
53.967249,0
54.000072,0
54.012224,0
54.062219,0
54.067217,0
54.117207,0
54.162199,0
54.167198,0
54.217187,0
54.262179,0
54.267178,0
54.317167,0
54.362159,0
54.417147,0
54.462139,0
54.467185,0
54.517127,0
54.562119,0
54.567118,0
54.617108,0
54.662108,0
54.667098,0
54.71209,0
54.762079,0
54.767082,0
54.817068,0
54.862059,0
54.867058,0
54.917048,0
54.962039,0
54.967038,0
55.000053,0
55.017028,0
55.062019,0
55.117008,0
55.161999,0
55.167001,0
55.216988,0
55.261981,0
55.266978,0
55.31699,0
55.361959,0
55.366958,0
55.411949,0
55.461939,0
55.466938,0
55.516928,0
55.561921,0
55.566919,0
55.61691,0
55.661901,0
55.666898,0
55.716925,0
55.761889,0
55.816868,0
55.861859,0
55.866857,0
55.916848,0
55.961839,0
55.966838,0
55.998965,0
56.016875,0
56.061819,0
56.066818,0
56.111812,0
56.161799,0
56.166809,0
56.216787,0
56.261779,0
56.266777,0
56.316768,0
56.361759,0
56.366758,0
56.416748,0
56.461738,0
56.466738,0
56.516728,0
56.561719,0
56.566717,0
56.616712,0
56.661701,0
56.666698,0
56.716687,0
56.761679,0
56.766682,0
56.816668,0
56.861658,0
56.866657,0
56.916652,0
56.961638,0
56.966637,0
56.99797,0
57.016627,0
57.061618,0
57.066617,0
57.116607,0
57.161598,0
57.166597,0
57.216587,0
57.261578,0
57.266576,0
57.31657,0
57.361592,0
57.366557,0
57.416547,0
57.461538,0
57.466539,0
57.516555,0
57.561522,0
57.56652,0
57.616506,0
57.661492,0
57.666496,0
57.716487,0
57.761477,0
57.766476,0
57.816466,0
57.861456,0
57.866456,0
57.916445,0
57.961439,0
57.966435,0
58.000958,0
58.016425,0
58.061416,0
58.066418,0
58.116405,0
58.161396,0
58.166395,0
58.216385,0
58.261376,0
58.266375,0
58.316365,0
58.361383,0
58.366355,0
58.416346,0
58.461336,0
58.466334,0
58.516324,0
58.561315,0
58.566314,0
58.616304,0
58.661301,0
58.666294,0
58.716284,0
58.761275,0
58.766274,0
58.816264,0
58.861255,0
58.866254,0
58.916244,0
58.961234,0
58.966234,0
59.001008,0
59.016223,0
59.061214,0
59.066213,0
59.116205,0
59.161193,0
59.166193,0
59.216185,0
59.261177,0
59.266176,0
59.316189,0
59.361157,0
59.366148,0
59.416143,0
59.461134,0
59.466135,0
59.516123,0
59.561113,0
59.566113,0
59.616102,0
59.661142,0
59.666098,0
59.716081,0
59.766071,0
59.816061,0
59.866051,0
59.916041,0
59.96603,0
60.001958,0
60.01602,0
60.066012,0
60.116,0
60.16599,0
60.215979,0
60.265969,0
60.315959,0
60.365955,0
60.415939,0
60.465932,0
60.51592,0
60.565909,0
60.615898,0
60.665888,0
60.71588,0
60.765867,0
60.815857,0
60.865847,0
60.91584,0
60.965827,0
61.001982,0
61.015817,0
61.065806,0
61.115796,0
61.165821,0
61.215783,0
61.265765,0
61.315755,0
61.365746,0
61.415735,0
61.465726,0
61.515716,0
61.565704,0
61.615694,0
61.665683,0
61.715674,0
61.765663,0
61.815658,0
61.865643,0
61.915632,0
61.965622,0
62.014954,0
62.015612,0
62.065601,0
62.115591,0
62.165581,0
62.215571,0
62.26556,0
62.31555,0
62.36554,0
62.41553,0
62.465519,0
62.515509,0
62.565499,0
62.615488,0
62.665479,0
62.71547,0
62.765458,0
62.815447,0
62.86548,0
62.915438,0
62.965417,0
63.006445,0
63.015411,0
63.065396,0
63.115386,0
63.165376,0
63.215365,0
63.265355,0
63.315344,0
63.365336,0
63.415324,0
63.465317,0
63.515303,0
63.565294,0
63.615293,0
63.665274,0
63.715262,0
63.765252,0
63.815241,0
63.865232,0
63.915222,0
63.965211,0
64.006441,0
64.0152,0
64.065192,0
64.115179,0
64.165214,0
64.21516,0
64.265149,0
64.315141,0
64.365128,0
64.415118,0
64.465107,0
64.515097,0
64.565087,0
64.615077,0
64.665104,0
64.715067,0
64.765046,0
64.815035,0
64.86507,0
64.915014,0
64.965016,0
65.007957,0
65.014999,0
65.064983,0
65.114972,0
65.164962,0
65.214952,0
65.264941,0
65.314933,0
65.364925,0
65.414911,0
65.4649,0
65.514892,0
65.564879,0
65.614869,0
65.66486,0
65.714848,0
65.764838,0
65.814827,0
65.86482,0
65.914807,0
65.964797,0
66.000447,0
66.014786,0
66.064775,0
66.114765,0
66.164754,0
66.214744,0
66.264734,0
66.314724,0
66.364713,0
66.414703,0
66.464728,0
66.469724,0
66.514693,0
66.564671,0
66.614661,0
66.664655,0
66.71464,0
66.76463,0
66.819619,0
66.864611,0
66.914598,0
66.964628,0
67.001964,0
67.014577,0
67.064567,0
67.114557,0
67.164547,0
67.169548,0
67.214536,0
67.264526,0
67.314515,0
67.364504,0
67.414494,0
67.464483,0
67.519472,0
67.564462,0
67.614452,0
67.664493,0
67.714433,0
67.764421,0
67.814423,0
67.8644,0
67.8694,0
67.914389,0
67.96438,0
68.000995,0
68.014369,0
68.064359,0
68.114349,0
68.164337,0
68.219326,0
68.264353,0
68.314323,0
68.364296,0
68.414286,0
68.464279,0
68.514264,0
68.564253,0
68.569252,0
68.614243,0
68.664232,0
68.714222,0
68.764211,0
68.76921,0
68.814201,0
68.86419,0
68.919179,0
68.964169,0
68.999962,0
69.014159,0
69.064165,0
69.119137,0
69.164127,0
69.214117,0
69.264106,0
69.269107,0
69.314095,0
69.364088,0
69.414074,0
69.464064,0
69.469063,0
69.514054,0
69.564046,0
69.619031,0
69.664022,0
69.714011,0
69.764029,0
69.818989,0
69.863982,0
69.913976,0
69.963959,0
69.968962,0
69.995958,0
70.013949,0
70.063938,0
70.11393,0
70.163954,0
70.168934,0
70.213909,0
70.263897,0
70.318892,0
70.363875,0
70.413863,0
70.463854,0
70.518841,0
70.563832,0
70.613829,0
70.663811,0
70.66881,0
70.7138,0
70.76379,0
70.813779,0
70.863768,0
70.868767,0
70.913758,0
70.963747,0
70.995061,0
71.018736,0
71.063726,0
71.068726,0
71.113716,0
71.163706,0
71.218693,0
71.263684,0
71.313673,0
71.363663,0
71.368662,0
71.418651,0
71.463641,0
71.513631,0
71.56362,0
71.568619,0
71.61361,0
71.663599,0
71.718587,0
71.763578,0
71.768578,0
71.813567,0
71.863592,0
71.918548,0
71.963535,0
71.995307,0
72.013525,0
72.063514,0
72.068513,0
72.118503,0
72.163494,0
72.213483,0
72.263472,0
72.26847,0
72.313461,0
72.36345,0
72.418439,0
72.46343,0
72.468428,0
72.513418,0
72.56341,0
72.618396,0
72.663387,0
72.713376,0
72.763365,0
72.768364,0
72.818354,0
72.863344,0
72.913338,0
72.963368,0
72.968321,0
73.000978,0
73.013314,0
73.063302,0
73.118291,0
73.16328,0
73.16828,0
73.21327,0
73.263259,0
73.318247,0
73.363238,0
73.413227,0
73.463216,0
73.518204,0
73.563195,0
73.613184,0
73.663213,0
73.668204,0
73.71817,0
73.763152,0
73.81814,0
73.863132,0
73.86813,0
73.913121,0
73.963123,0
74.001017,0
74.018097,0
74.063088,0
74.068087,0
74.113079,0
74.163067,0
74.168065,0
74.218054,0
74.263046,0
74.313035,0
74.363025,0
74.368024,0
74.418012,0
74.463003,0
74.51799,0
74.562982,0
74.56798,0
74.61297,0
74.66296,0
74.717947,0
74.762942,0
74.76794,0
74.812938,0
74.86292,0
74.867915,0
74.917904,0
74.962895,0
74.999988,0
75.012884,0
75.062874,0
75.067873,0
75.117862,0
75.162852,0
75.21784,0
75.262831,0
75.267829,0
75.312823,0
75.362809,0
75.417797,0
75.462824,0
75.467878,0
75.512787,0
75.562766,0
75.567772,0
75.617785,0
75.662745,0
75.667744,0
75.712734,0
75.762724,0
75.767722,0
75.817711,0
75.862702,0
75.91769,0
75.96268,0
75.967681,0
75.999959,0
76.017668,0
76.062659,0
76.117651,0
76.162637,0
76.167636,0
76.212678,0
76.262616,0
76.267615,0
76.317619,0
76.362597,0
76.367592,0
76.412584,0
76.462573,0
76.467571,0
76.517561,0
76.562559,0
76.617539,0
76.662529,0
76.667528,0
76.717518,0
76.762508,0
76.817496,0
76.862486,0
76.867485,0
76.91249,0
76.962464,0
76.967464,0
76.999036,0
77.017453,0
77.062443,0
77.067442,0
77.112432,0
77.162426,0
77.16742,0
77.21741,0
77.262444,0
77.312404,0
77.362379,0
77.367378,0
77.417375,0
77.462398,0
77.517346,0
77.562335,0
77.567334,0
77.612328,0
77.662313,0
77.717301,0
77.762291,0
77.767291,0
77.812281,0
77.862271,0
77.86727,0
77.91726,0
77.962249,0
77.997962,0
78.017237,0
78.062226,0
