Time,u_cmd,position,velocity,accel,torque,current,voltage,fault_flag,fault_strength
0.105秒,-10.7798614052046,-9.11721904747612,-59.1681938385205,500,10,20,50,0,0
0.106秒,-10.7810100495587,-9.15081304342907,-58.0269015639767,500,10,20,50,0,0
0.107秒,-10.782174870646,-9.20302348119439,-56.7137194178183,500,10,20,50,0,0
0.108秒,-10.7833558367901,-9.27183041810919,-55.5745648927649,500,10,20,50,0,0
0.109秒,-10.7845529147863,-9.34565430826494,-54.4035728324447,500,10,20,50,0,0
0.11秒,-10.7857660699027,-9.39738833052415,-53.2879247978367,500,10,20,50,0,0
0.111秒,-10.7869952658818,-9.43199298487235,-52.1255116845264,500,10,20,50,0,0
0.112秒,-10.7882404649414,-9.48137809059749,-50.9738921202878,500,10,20,50,0,0
0.113秒,-10.7895016277763,-9.52176428773622,-49.8074128940879,500,10,20,50,0,0
0.114秒,-10.7907787135593,-9.5772072977083,-48.7446429245465,500,10,20,50,0,0
0.115秒,-10.7920716799431,-9.64100875329123,-47.6319943137207,500,10,20,50,0,0
0.116秒,-10.7933804830617,-9.67068989350484,-46.5003195529739,500,10,20,50,0,0
0.117秒,-10.794705077532,-9.6876443065982,-45.3251495549435,500,10,20,50,0,0
0.118秒,-10.7960454164554,-9.75467545760933,-44.2990511586097,500,10,20,50,0,0
0.119秒,-10.7974014514199,-9.82498863233731,-43.162255625664,500,10,20,50,0,0
0.12秒,-10.7987731325014,-9.85586810181315,-42.1537326141243,500,10,20,50,0,0
0.121秒,-10.8001604082661,-9.90659897225087,-41.2052900780235,500,10,20,50,0,0
0.122秒,-10.8015632257721,-9.92591940746774,-40.1643488561941,500,10,20,50,0,0
0.123秒,-10.8029815305718,-9.96464797169163,-39.1870441723658,500,10,20,50,0,0
0.124秒,-10.8044152667136,-9.95740893349716,-38.1038034870612,500,10,20,50,0,0
0.125秒,-10.8058643767441,-10.042687867962,-37.2134278524977,500,10,20,50,0,0
0.126秒,-10.8073288017107,-10.075160005648,-36.1772492259057,500,10,20,50,0,0
0.127秒,-10.8088084811635,-10.139905912592,-35.2338209165462,500,10,20,50,0,0
0.128秒,-10.8103033531578,-10.1516830526096,-34.3036145121263,500,10,20,50,0,0
0.129秒,-10.8118133542564,-10.2155879897407,-33.5069624583321,500,10,20,50,0,0
0.13秒,-10.8133384195325,-10.2366905422037,-32.4519245011971,500,10,20,50,0,0
0.131秒,-10.8148784825716,-10.2411031655216,-31.5610697026436,500,9.92098052444718,20,50,0,0
0.132秒,-10.8164334754748,-10.2674044229275,-30.722512009159,500,9.61537272421991,20,50,0,0
0.133秒,-10.8180033288608,-10.3353867084435,-29.8202028794591,500,9.42224417601318,20,50,0,0
0.134秒,-10.8195879718694,-10.3336081471155,-29.0269962898487,500,9.20168482648713,20,50,0,0
0.135秒,-10.8211873321637,-10.3807457607012,-28.2561795724548,500,8.99029256366551,20,47.6883691777406,0,0
0.136秒,-10.8228013359332,-10.3844808851462,-27.3527779876389,500,8.69257598497398,20,45.2799509848868,0,0
0.137秒,-10.8244299078967,-10.4186483113835,-26.5334036008586,500,8.53132173105528,20,42.9524719095462,0,0
0.138秒,-10.8260729713056,-10.4701049531749,-25.8361832643237,500,8.28755448673441,20,40.6607738331924,0,0
0.139秒,-10.8277304479465,-10.4339571137009,-25.0029015648268,500,8.04250914428574,20,38.3587577098558,0,0
0.14秒,-10.8294022581447,-10.498708388874,-24.2033678299256,500,7.76447744579194,20,36.1167305346051,0,0
0.141秒,-10.8310883207672,-10.4816953633884,-23.3870446557471,500,7.47031713850728,20,33.9710089326053,0,0
0.142秒,-10.8327885532261,-10.5582395282391,-22.7703856353371,500,7.31279064236658,20,31.6950257556433,0,0
0.143秒,-10.8345028714819,-10.5773046355108,-22.0917554683787,500,7.06866552951885,20,29.5307616883214,0,0
0.144秒,-10.8362311900469,-10.5867579107264,-21.3078467433975,500,6.8399330832627,20,27.358935112217,0,0
0.145秒,-10.8379734219885,-10.6002396677658,-20.5561356938515,500,6.6174437881269,20,25.2583597862743,0,0
0.146秒,-10.8397294789331,-10.6034434446901,-19.8809735078011,500,6.44171417493962,20,23.0455819294028,0,0
0.147秒,-10.8414992710693,-10.6414467441285,-19.2529456557715,500,6.1612951453279,20,21.0808598793716,0,0
0.148秒,-10.8432827071517,-10.681817561093,-18.6501251745433,500,5.89439301390783,20,19.0306732461565,0,0
0.149秒,-10.8450796945046,-10.6744458101479,-17.9806947606266,500,5.67147240333479,20,16.9555140519773,0,0
0.15秒,-10.846890139026,-10.6730146762868,-17.3516855239413,500,5.44120372434673,20,15.0410619884867,0,0
0.151秒,-10.8487139451912,-10.7145867807436,-16.7751237824406,500,5.25413811714664,20,12.9629656320376,0,0
0.152秒,-10.8505510160565,-10.7446053514441,-16.1537185704002,500,5.0104338542526,20,10.9891760250052,0,0
0.153秒,-10.8524012532637,-10.7139834369382,-15.5444103632988,500,4.77378580969333,20,9.12279821704225,0,0
0.154秒,-10.8542645570437,-10.7643370909225,-15.0391160006893,500,4.57128761917082,20,7.28031874063645,0,0
0.155秒,-10.8561408262209,-10.7510767542111,-14.4425694622648,500,4.38512246495046,20,5.48334085803162,0,0
0.156秒,-10.8580299582171,-10.8091630335023,-13.7920530409831,500,4.12082631569293,20,3.62662002673667,0,0
0.157秒,-10.8599318490558,-10.7847975774302,-13.3417308791385,500,3.83729123917628,20,1.77077447150177,0,0
0.158秒,-10.8618463933665,-10.7875479576858,-12.8253149384349,500,3.70395302919923,20,-0.00400687215927818,0,0
0.159秒,-10.8637734843892,-10.8032079694302,-12.3222088328876,495.23976134457,3.47326648870856,20,-1.60368274682956,0,0
0.16秒,-10.8657130139783,-10.8445550794121,-11.7241744937894,483.367679706098,3.20618454154204,20,-3.36284465640024,0,0
0.161秒,-10.8676648726079,-10.8631616116059,-11.3901583435931,471.047434214221,3.03698384091094,20,-5.04636428133607,0,0
0.162秒,-10.8696289493754,-10.8531839345379,-10.9267613748163,459.315895983687,2.85368305923688,20,-6.59590917339415,0,0
0.163秒,-10.8716051320067,-10.8606238526596,-10.3705934974397,447.307169245771,2.68507966394196,20,-8.33988837654241,0,0
0.164秒,-10.8735933068608,-10.8807189656879,-9.85643885866156,436.025340004061,2.41733417603698,20,-9.87929270663015,0,0
0.165秒,-10.875593358934,-10.8696304473004,-9.48550436109822,424.621111428186,2.27695078810151,18.8473803399908,-11.5677357123783,0,0
0.166秒,-10.8776051718655,-10.8868013727309,-9.1487535191431,413.347694275869,2.09754644834228,17.2288657811313,-12.9605532872669,0,0
0.167秒,-10.8796286279415,-10.8959065451894,-8.69626047079108,402.145310580544,1.85157813076549,15.5975099298279,-14.5382717163623,0,0
0.168秒,-10.8816636081004,-10.9025077397067,-8.23813343989065,391.232238498065,1.68886325733235,13.9951399971688,-15.9629531513168,0,0
0.169秒,-10.8837099919377,-10.9059554901465,-7.82859776547409,380.382398032364,1.46996835441946,12.4268760068656,-17.3328662287867,0,0
0.17秒,-10.8857676577111,-10.9100507935442,-7.49033124737972,369.852859198415,1.28002046818207,10.8632785536346,-18.9232208340916,0,0
0.171秒,-10.8878364823454,-10.9629761054322,-7.03971487809393,359.232747097613,1.128505924599,9.32432883792907,-20.253697996674,0,0
0.172秒,-10.8899163414379,-11.0006106808656,-6.75272286618274,348.965114337536,0.925486003765726,7.84508020074832,-21.561422784705,0,0
0.173秒,-10.8920071092632,-10.9322482122877,-6.40080636217195,338.792624093308,0.743148359207853,6.3164794724131,-22.9553961039516,0,0
0.174秒,-10.8941086587786,-10.9575630112932,-6.11019240195967,328.87558277883,0.601802549305886,4.87160713835351,-24.2877607907632,0,0
0.175秒,-10.8962208616296,-10.9708575772836,-5.76975437649764,318.916330584344,0.445573908903365,3.38612104253441,-25.5817456137388,0,0
0.176秒,-10.8983435881552,-10.9541381043557,-5.32653572558805,309.201066061966,0.267105283202006,1.97520962599777,-26.7246358305221,0,0
0.177秒,-10.900476707393,-10.9549069453586,-5.0900532085966,299.85602255214,0.076532678686059,0.541094624276796,-27.9704774027678,0,0
0.178秒,-10.902620087085,-10.9667332181456,-4.78306349393043,290.203875529746,-0.060017453332218,-0.784590857119391,-29.2178900755856,0,0
0.179秒,-10.904773593683,-10.9967938589278,-4.53041791054118,281.113871790643,-0.320321349231223,-2.20154815286556,-30.4166590093119,0,0
0.18秒,-10.9069370923545,-11.015524919039,-4.1891156883553,272.043895089717,-0.41128836655823,-3.53917062625409,-31.5152363349147,0,0
0.181秒,-10.9091104469876,-10.9888056014852,-4.00275468751113,263.208069519443,-0.589933794378013,-4.84603725189382,-32.7197189220789,0,0
0.182秒,-10.9112935201977,-10.9600673278639,-3.7209649593626,254.389878636006,-0.753891234331113,-6.18423700057753,-33.750245082006,0,0
0.183秒,-10.9134861733323,-11.0170707478641,-3.54996104040626,245.862135906053,-0.914399505775037,-7.43273339811629,-34.8645487064282,0,0
0.184秒,-10.9156882664777,-11.0357937156064,-3.20464696161629,237.438191958509,-1.06174093480827,-8.67161516448624,-35.8672734583005,0,0
0.185秒,-10.9178996584642,-10.9723286513356,-3.02218854250716,229.124706748489,-1.19347891626147,-9.91146297165365,-36.8357497528139,0,0
0.186秒,-10.9201202068722,-11.0072732236525,-2.8493823404804,221.202329450083,-1.2903532077755,-11.1357151585897,-37.8823872713015,0,0
0.187秒,-10.9223497680386,-11.0271949973473,-2.48708552694878,213.145391898023,-1.50452820187288,-12.3515070033641,-38.7184671505587,0,0
0.188秒,-10.9245881970622,-11.0180341859824,-2.3696052853077,205.533407372305,-1.57787422749784,-13.503379992377,-39.7193483294022,0,0
0.189秒,-10.9268353478103,-10.9984693701725,-2.13532500965148,197.729770267151,-1.78016201152036,-14.6480198646559,-40.6443572431818,0,0
0.19秒,-10.9290910729246,-11.0323539751536,-1.91894043012571,190.406545250345,-1.88358227009418,-15.7589007304869,-41.5852700189903,0,0
0.191秒,-10.9313552238274,-11.0438317580373,-1.6096054087886,182.913563290992,-2.02294178002048,-16.8630142324864,-42.5619276912324,0,0
0.192秒,-10.9336276507281,-11.011487186414,-1.5623514663206,175.880010162761,-2.12050120291789,-17.960911036368,-43.321281093658,0,0
0.193秒,-10.9359082026293,-11.0166970203252,-1.43330869429466,168.742936811242,-2.29008139046134,-18.9936751021039,-44.2012758236019,0,0
0.194秒,-10.9381967273332,-11.0384378660949,-1.26377253764619,161.991348037349,-2.47409629019935,-20,-45.0131841842777,0,0
0.195秒,-10.940493071448,-11.0549960597135,-0.944192149829902,155.116348543432,-2.52134796556627,-20,-45.7802733020244,0,0
0.196秒,-10.9427970803946,-11.0328803502952,-0.915619098178416,148.765261615927,-2.66013771105647,-20,-46.5689155434298,0,0
0.197秒,-10.9451085984127,-11.0045978314563,-0.732855515659835,142.218774170288,-2.78453312990325,-20,-47.2678510205533,0,0
0.198秒,-10.9474274685679,-11.0202179577051,-0.554281399657359,135.796404405253,-2.83292302392771,-20,-47.9678697933258,0,0
0.199秒,-10.949753532758,-11.0524417488724,-0.38975936344651,129.764775494186,-2.94951940639253,-20,-48.789451173857,0,0
0.2秒,-10.9520866317197,-11.0252668002053,-0.352655307165408,123.801842118377,-3.07986815777852,-20,-49.3913071815846,0,0
0.201秒,-10.9544266050355,-11.0259777265372,-0.17043567246887,117.905274437879,-3.29609115288032,-20,-50,0,0
0.202秒,-10.9567732911403,-11.0071878547106,-0.0916980514684089,112.231578335613,-3.33519776719129,-20,-50,0,0
0.203秒,-10.9591265273286,-11.0260219089639,-0.0398185285574872,106.633457478702,-3.40402021227936,-20,-50,0,0
0.204秒,-10.9614861497608,-10.9858000221152,0.121258549786675,101.208553818085,-3.53342982483635,-20,-50,0,0
0.205秒,-10.9638519934707,-11.0564688211652,0.268561105023371,95.758474749506,-3.63827724844713,-20,-50,0,0
0.206秒,-10.9662238923723,-11.0025684491294,0.386952765433842,90.5449798794545,-3.70255147710143,-20,-50,0,0
0.207秒,-10.9686016792667,-11.0145562595449,0.440992995157501,85.6075117052573,-3.78269949433645,-20,-50,0,0
0.208秒,-10.9709851858496,-11.018682472686,0.4244492353412,80.8612111206045,-3.90825550486206,-20,-50,0,0
0.209秒,-10.9733742427178,-11.0257664020788,0.643480020512666,75.8881028987955,-4.04081007004539,-20,-50,0,0
0.21秒,-10.975768679377,-11.0211953146177,0.63049558226764,71.3179539082702,-4.08300071696943,-20,-50,0,0
0.211秒,-10.9781683242489,-11.0435164589563,0.749081307365498,66.9279875650008,-4.12593790562724,-20,-50,0,0
0.212秒,-10.9805730046783,-11.0490168206092,0.805458414797456,62.237366786338,-4.256510853833,-20,-50,0,0
0.213秒,-10.9829825469405,-11.0016200967185,0.79039605222101,58.027174070902,-4.31948342578528,-20,-50,0,0
0.214秒,-10.9853967762489,-11.0098007857834,0.947291372926982,53.9341817320971,-4.37561154912845,-20,-50,0,0
0.215秒,-10.9878155167622,-10.9942883131403,0.95660813788519,49.8587196295438,-4.48681896012377,-20,-50,0,0
0.216秒,-10.990238591592,-11.0495745093718,1.05833124128227,45.9929915551509,-4.53140738615024,-20,-50,0,0
0.217秒,-10.9926658228103,-11.0249940282027,1.08669366936671,42.0208633028926,-4.66560951627005,-20,-50,0,0
0.218秒,-10.9950970314571,-11.0035342412648,1.05132069255829,38.2553629987012,-4.69997114401345,-20,-50,0,0
0.219秒,-10.997532037548,-11.0336022036245,1.1697869997917,34.6653142040955,-4.72164268309634,-20,-50,0,0
0.22秒,-10.999970660082,-11.0135707860159,1.14116937099873,31.3690457151549,-4.81919510542609,-20,-50,0,0
0.221秒,-11.0024127170489,-10.9694701523026,1.22737400297159,27.8441585202235,-4.88399590461579,-20,-50,0,0
0.222秒,-11.0048580254374,-11.0234552702589,1.17263913603884,24.4621943132513,-4.93214907939913,-20,-50,0,0
0.223秒,-11.0073064012429,-11.0097029688393,1.29055807992319,21.4370504811651,-5.04923735778413,-20,-50,0,0
0.224秒,-11.0097576594751,-10.9922630272812,1.34528474631695,18.3524485993443,-5.06464942594194,-20,-50,0,0
0.225秒,-11.012211614166,-11.0172985553765,1.31890716092552,15.3718510735517,-5.11429036134394,-20,-50,0,0
0.226秒,-11.014668078378,-11.0186336591186,1.39925405772018,12.5686773823391,-5.19751809989589,-20,-50,0,0
0.227秒,-11.0171268642118,-11.0099694869817,1.3773720762112,9.73998228362525,-5.23063229987571,-20,-50,0,0
0.228秒,-11.0195877828143,-10.9866547667092,1.25943377954377,6.75485584202755,-5.31796761860971,-20,-50,0,0
0.229秒,-11.0220506443869,-11.0106655474815,1.33462768284062,4.32648313978044,-5.3458254474854,-20,-50,0,0
0.23秒,-11.0245152581935,-11.0011410200326,1.31000539374037,1.96581798321767,-5.41015772938528,-20,-50,0,0
0.231秒,-11.0269814325685,-11.0321863194504,1.30805430363018,-0.436585008933739,-5.44169911074208,-20,-50,0,0
0.232秒,-11.0294489749253,-11.0275568030511,1.35543367491145,-2.95021857944522,-5.46337602618455,-20,-50,0,0
0.233秒,-11.0319176917646,-10.9618597269341,1.37970648997136,-5.20463992455675,-5.5622527408067,-20,-50,0,0
0.234秒,-11.0343873886821,-10.9995440323279,1.3742878839426,-7.32603814130703,-5.56197558580437,-20,-50,0,0
0.235秒,-11.0368578703775,-11.0005774805537,1.39058359624467,-9.35306468055223,-5.58319792675327,-20,-50,0,0
0.236秒,-11.0393289406627,-11.008504354092,1.40795777103741,-11.4061525950912,-5.65606459556897,-20,-50,0,0
0.237秒,-11.0418004024699,-11.0061593070195,1.38138813160367,-13.1693290034076,-5.75033332990899,-20,-50,0,0
0.238秒,-11.0442720578603,-10.9838160499631,1.29227809613726,-15.1156930669571,-5.71165164041563,-20,-50,0,0
0.239秒,-11.0467437080326,-11.0058517826854,1.32545354102203,-16.8280068446034,-5.81578276161373,-20,-50,0,0
0.24秒,-11.0492151533316,-10.9963659839262,1.24420298927441,-18.4109384565937,-5.81494541828054,-20,-50,0,0
0.241秒,-11.0516861932565,-11.023924960396,1.27740717734715,-20.0601924479308,-5.86219733178302,-20,-50,0,0
0.242秒,-11.0541566264697,-10.9790128751585,1.22472984332583,-21.6632421298253,-5.86954974564988,-20,-50,0,0
0.243秒,-11.0566262508054,-10.9637201186188,1.18106368460343,-22.9675582796769,-5.9879382355962,-20,-50,0,0
0.244秒,-11.0590948632783,-10.9621642816134,1.22926261683236,-24.6604834546884,-5.91234769781618,-20,-50,0,0
0.245秒,-11.0615622600925,-10.9420838296642,1.162448634025,-25.7939327800141,-5.98524226551905,-20,-50,0,0
0.246秒,-11.0640282366497,-11.000447300121,1.20752593578895,-27.0861398195215,-6.00984053818506,-20,-50,0,0
0.247秒,-11.0664925875589,-10.9552631397664,1.08821575767788,-28.2696293234614,-6.07185659429127,-20,-50,0,0
0.248秒,-11.0689551066441,-10.9549441598385,1.12649947617532,-29.5024931373751,-6.08266889028937,-20,-50,0,0
0.249秒,-11.0714155869543,-10.9450356183989,1.13045186413959,-30.5426894155294,-6.06074363617333,-20,-50,0,0
0.25秒,-11.0738738207717,-10.9908167609839,1.01307044143458,-31.3661882894058,-6.06141214356089,-20,-50,0,0
0.251秒,-11.0763295996206,-10.9882121174008,0.969241679143741,-32.7091738935921,-6.16794326753999,-20,-50,0,0
0.252秒,-11.0787827142771,-10.9650931746448,0.964909913754547,-33.3688514339007,-6.12461238285232,-20,-50,0,0
0.253秒,-11.0812329547771,-10.9688761504586,0.886816129899782,-34.2225473014162,-6.12971143957261,-20,-50,0,0
0.254秒,-11.0836801104263,-10.9918119950827,0.912026977976909,-35.0524664567126,-6.14039028290833,-20,-50,0,0
0.255秒,-11.0861239698084,-10.9983274609399,0.858801152401222,-35.6801512105609,-6.13184793349352,-20,-50,0,0
0.256秒,-11.0885643207951,-10.9815838508194,0.858139535503953,-36.3506333627411,-6.15089989711864,-20,-50,0,0
0.257秒,-11.0910009505545,-10.9814315059044,0.781140011419798,-37.0042525563847,-6.25158885732514,-20,-50,0,0
