t,q[0],q[1],q[2],q[3],alt_x,alt_ellipsoid_x,eph_x,epv_x,lat_y,lon_y,alt_y,alt_ellipsoid_y,s_variance_m_s,c_variance_rad,eph_y,epv_y,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,fix_type,vel_ned_valid,satellites_used,x,y,z,vx,vy,vz,z_deriv,ax,ay,az,heading_y,eph,epv,evh,evv,xy_valid,v_xy_valid
0.267073,-0.33965975,-0.010201418,-0.0014960668,0.9404919,51.85747916666666,78.02909833333334,2.7944291666666667,4.169132333333334,362048146.375,1382529219.375,40999.625,78095.625,0.33762502625,0.7568264337499999,1.7527500875,3.0726252,0.77,1.35,103.0,24.375,0.049375,-0.045875,-0.017500000875,-0.085500009125,1.1893106,3.0,1.0,12.0,-0.2857086766666666,0.1897507133333333,-2.908848733333333,0.0055182069666666,0.0002197959333333,-0.0184548606666666,-0.0269308206666666,0.3457911666666666,0.184743532,0.1231720906666666,-2.448541833333333,0.4704597566666667,0.39974949,0.1491178433333333,0.1086803599999999,1.0,1.0
0.317064,-0.33908334,-0.009930897,-0.0016923266,0.9407024,51.859253333333335,78.03106666666666,2.7944063333333333,4.169113666666667,362048146.5,1382529219.5,41003.16666666666,78099.16666666667,0.3381666916666667,0.756826625,1.75266675,3.0725002,0.77,1.35,103.0,24.5,0.0478333333333333,-0.0445,-0.0166666675,-0.0833333421666666,1.1893106,3.0,1.0,12.0,-0.2872283533333333,0.1899499366666666,-2.9109110666666664,0.0046851562333333,-0.0009036671333333,-0.0167457103333333,-0.0262691463333333,-0.0789080166666666,0.391791916,0.3416935153333333,-2.4486516666666667,0.4730128933333333,0.40035561,0.1506014166666666,0.10913386,1.0,1.0
0.362057,-0.339278235,-0.0098355829999999,-0.0017079768,0.9406331,51.8610275,78.033035,2.7943835000000004,4.169095,362048146.625,1382529219.625,41006.708333333336,78102.70833333333,0.3387083570833333,0.75682681625,1.7525834125,3.0723752,0.77,1.35,103.0,24.625,0.0462916666666666,-0.043125,-0.015833334125,-0.0811666752083333,1.1893106,3.0,1.0,12.0,-0.28874803,0.19014916,-2.9129734,0.0038521055,-0.0020271302,-0.01503656,-0.025607472,-0.5036072,0.5988403,0.56021494,-2.4487615,0.47556603,0.40096173,0.15208499,0.10958736,1.0,1.0
0.367062,-0.33947313,-0.009740269,-0.001723627,0.9405638,51.86280166666666,78.03500333333334,2.794360666666667,4.169076333333333,362048146.75,1382529219.75,41010.25,78106.25,0.3392500225,0.7568270075,1.752500075,3.0722502,0.77,1.35,103.0,24.75,0.04475,-0.04175,-0.0150000007499999,-0.0790000082499999,1.1893106,3.0,1.0,12.0,-0.2898435199999999,0.19045912,-2.914459,0.0051326092333333,-0.0027666561333333,-0.0179727093333333,-0.028837323,-0.17032982,-0.0240633333333333,0.5044579133333333,-2.4488135333333334,0.4727400433333333,0.3999668366666666,0.1502362633333333,0.1089941113333333,1.0,1.0
0.417047,-0.3392231,-0.009750612,-0.0018040754,0.9406537,51.86457583333333,78.03697166666666,2.794337833333333,4.169057666666666,362048146.875,1382529219.875,41013.79166666666,78109.79166666667,0.3397916879166666,0.7568271987499999,1.7524167375,3.0721252,0.77,1.35,103.0,24.875,0.0432083333333333,-0.040375,-0.014166667375,-0.0768333412916666,1.1893106,3.0,1.0,12.0,-0.29093901,0.19076908,-2.9159446,0.0064131129666666,-0.0035061820666666,-0.0209088586666666,-0.032067174,0.16294756,-0.6469669666666666,0.4487008866666667,-2.4488655666666665,0.4699140566666667,0.3989719433333333,0.1483875366666666,0.1084008626666666,1.0,1.0
0.462039,-0.33942193,-0.009811077,-0.0016581274,0.9405816,51.86635,78.03894,2.794315,4.169039,362048147.0,1382529220.0,41017.333333333336,78113.33333333333,0.3403333533333333,0.75682739,1.7523334,3.0720002,0.77,1.35,103.0,25.0,0.0416666666666666,-0.039,-0.0133333339999999,-0.0746666743333333,1.1893106,3.0,1.0,12.0,-0.2920345,0.19107904,-2.9174302,0.0076936167,-0.004245708,-0.023845008,-0.035297025,0.49622494,-1.2698706,0.39294386,-2.4489176,0.46708807,0.39797705,0.14653881,0.107807614,1.0,1.0
0.517068,-0.33919618,-0.0098830825,-0.0016977978,0.94066226,51.8676116,78.04054,2.79429494,4.1690684,362048147.125,1382529220.125,41020.875,78116.875,0.34087501875,0.75682758125,1.7522500625,3.0718752,0.77,1.35,103.0,25.125,0.040125,-0.037625,-0.012500000625,-0.072500007375,1.1893106,3.0,1.0,12.0,-0.294164135,0.19353949,-2.91934765,0.00517964855,0.0002521319999999,-0.022470777,-0.0339718255,0.37718916,-0.2063846499999999,0.43878603,-2.4490133,0.470873285,0.400189275,0.14878752,0.108639552,1.0,1.0
0.562021,-0.33927086,-0.00989728225,-0.00167515415,0.94063523,51.8688732,78.04214,2.79427488,4.169097799999999,362048147.25,1382529220.25,41024.41666666666,78120.41666666667,0.3414166841666666,0.7568277725,1.752166725,3.0717502,0.77,1.35,103.0,25.25,0.0385833333333333,-0.03625,-0.01166666725,-0.0703333404166666,1.1893106,3.0,1.0,12.0,-0.29629377,0.19599994,-2.9212651,0.0026656804,0.004749972,-0.021096546,-0.032646626,0.25815338,0.8571013,0.4846282,-2.449109,0.4746585,0.4024015,0.15103623,0.10947149,1.0,1.0
0.567022,-0.33934554,-0.009911482,-0.0016525105,0.9406082,51.8701348,78.04374,2.79425482,4.1691272,362048147.375,1382529220.375,41027.958333333336,78123.95833333333,0.3419583495833333,0.7568279637499999,1.7520833875,3.0716252,0.77,1.35,103.0,25.375,0.0370416666666666,-0.034875,-0.010833333875,-0.0681666734583333,1.1893106,3.0,1.0,12.0,-0.2973210466666667,0.1971445966666666,-2.9220904,0.0010834522666666,0.0049980994333333,-0.0238827006666666,-0.0349824886666666,0.0515314433333333,0.9479306666666666,0.0331956333333333,-2.4491711666666665,0.4719349133333333,0.4014389066666667,0.1493123066666666,0.1089090533333333,1.0,1.0
0.617012,-0.33923456,-0.009744468,-0.0016171832,0.9406499,51.8713964,78.04534000000001,2.79423476,4.1691566,362048147.5,1382529220.5,41031.5,78127.5,0.342500015,0.756828155,1.75200005,3.0715002,0.77,1.35,103.0,25.5,0.0355,-0.0335,-0.0100000005,-0.0660000065,1.1893106,3.0,1.0,12.0,-0.2983483233333333,0.1982892533333333,-2.9229157,-0.0004987758666666,0.0052462268666666,-0.0266688553333333,-0.0373183513333333,-0.1550904933333333,1.038760033333333,-0.4182369333333334,-2.4492333333333334,0.4692113266666666,0.4004763133333333,0.1475883833333333,0.1083466166666666,1.0,1.0
0.662006,-0.339215115,-0.0097859617499999,-0.0017065922,0.94065638,51.872658,78.04694,2.7942147,4.169186,362048147.625,1382529220.625,41035.04166666666,78131.04166666667,0.3430416804166666,0.7568283462500001,1.7519167125,3.0713752,0.77,1.35,103.0,25.625,0.0339583333333333,-0.032125,-0.009166667125,-0.0638333395416666,1.1893106,3.0,1.0,12.0,-0.2993756,0.19943391,-2.923741,-0.002081004,0.0054943543,-0.02945501,-0.039654214,-0.36171243,1.1295894,-0.8696695,-2.4492955,0.46648774,0.39951372,0.14586446,0.10778418,1.0,1.0
0.667018,-0.33919567,-0.0098274555,-0.0017960012,0.94066286,51.873646,78.04821083333334,2.7942033,4.169171166666667,362048147.75,1382529220.75,41038.583333333336,78134.58333333333,0.3435833458333333,0.7568285375,1.751833375,3.0712502,0.77,1.35,103.0,25.75,0.0324166666666666,-0.03075,-0.00833333375,-0.0616666725833333,1.1893106,3.0,1.0,12.0,-0.3000635833333333,0.1998789033333333,-2.9249023333333333,-0.0011909903466666,0.0029736736333333,-0.027991424,-0.038102856,-0.5088205866666666,0.5778122,-1.0416177666666666,-2.449328,0.4689914599999999,0.4001149933333333,0.1473466333333333,0.1082403149999999,1.0,1.0
0.716996,-0.33920443,-0.009585828,-0.0017731795,0.94066226,51.874634,78.04948166666667,2.7941919,4.1691563333333335,362048147.875,1382529220.875,41042.125,78138.125,0.34412501125,0.75682872875,1.7517500375,3.0711252,0.77,1.35,103.0,25.875,0.030875,-0.029375,-0.0075000003749999,-0.059500005625,1.1893106,3.0,1.0,12.0,-0.3007515666666667,0.2003238966666666,-2.926063666666667,-0.0003009766933333,0.0004529929666666,-0.0265278379999999,-0.036551498,-0.6559287433333334,0.026035,-1.2135660333333331,-2.4493605,0.47149518,0.4007162666666666,0.1488288066666666,0.10869645,1.0,1.0
0.761987,-0.33919713,-0.0095533245,-0.00179600115,0.940665155,51.875622,78.0507525,2.7941805,4.1691415,362048148.0,1382529221.0,41045.66666666666,78141.66666666667,0.3446666766666666,0.75682892,1.7516667,3.0710002,0.77,1.35,103.0,26.0,0.0293333333333333,-0.028,-0.0066666669999999,-0.0573333386666666,1.1893106,3.0,1.0,12.0,-0.30143955,0.20076889,-2.927225,0.00058903696,-0.0020676877,-0.025064252,-0.03500014,-0.8030369,-0.5257422,-1.3855143,-2.449393,0.4739989,0.40131754,0.15031098,0.109152585,1.0,1.0
0.766986,-0.33918983,-0.009520821,-0.0018188228,0.94066805,51.87661,78.05202333333334,2.7941691,4.169126666666666,362048148.125,1382529221.125,41049.208333333336,78145.20833333333,0.3452083420833333,0.7568291112500001,1.7515833625,3.0708752,0.77,1.35,103.0,26.125,0.0277916666666666,-0.026625,-0.0058333336249999,-0.0551666717083333,1.1893106,3.0,1.0,12.0,-0.3017599266666667,0.20122398,-2.9280397,0.0023675280733333,-0.0008895451666666,-0.0249598446666666,-0.03444585,-0.4543019933333334,-0.3219051416666667,-0.8023567,-2.449459333333333,0.4713581166666666,0.4004058366666666,0.14869982,0.1086228686666666,1.0,1.0
0.811978,-0.3391437,-0.00974958,-0.0018074163,0.9406824,51.877598,78.05329416666666,2.7941577,4.169111833333333,362048148.25,1382529221.25,41052.75,78148.75,0.3457500074999999,0.7568293025,1.751500025,3.0707502,0.77,1.35,103.0,26.25,0.02625,-0.02525,-0.0050000002499999,-0.0530000047499999,1.1893106,3.0,1.0,12.0,-0.3020803033333333,0.20167907,-2.9288544,0.0041460191866666,0.0002885973666666,-0.0248554373333333,-0.03389156,-0.1055670866666667,-0.1180680833333333,-0.2191990999999999,-2.4495256666666667,0.4687173333333333,0.3994941333333333,0.14708866,0.1080931523333333,1.0,1.0
0.861974,-0.33912869,-0.0097617835,-0.0017379878,0.9406878,51.878586,78.054565,2.7941463,4.169097,362048148.375,1382529221.375,41056.29166666666,78152.29166666667,0.3462916729166666,0.75682949375,1.7514166875,3.0706252,0.77,1.35,103.0,26.375,0.0247083333333333,-0.023875,-0.0041666668749999,-0.0508333377916666,1.1893106,3.0,1.0,12.0,-0.30240068,0.20213416,-2.9296691,0.0059245103,0.0014667399,-0.02475103,-0.03333727,0.24316782,0.085768975,0.3639585,-2.449592,0.46607655,0.39858243,0.1454775,0.107563436,1.0,1.0
0.866968,-0.33911368,-0.009773987,-0.0016685593,0.9406932,51.87932171428572,78.05562285714285,2.794166685714285,4.169096285714286,362048148.5,1382529221.5,41059.833333333336,78155.83333333333,0.3468333383333333,0.756829685,1.75133335,3.0705002,0.77,1.35,103.0,26.5,0.0231666666666666,-0.0225,-0.0033333335,-0.0486666708333333,1.1893106,3.0,1.0,12.0,-0.3023489866666666,0.2029139966666666,-2.9305708,0.0055000190666666,0.0006010271,-0.0246778883333333,-0.0329161453333333,0.25072854,-0.26814947,0.3160298966666667,-2.4496479,0.46856884,0.3991775933333333,0.1469658833333333,0.1080189473333333,1.0,1.0
0.917001,-0.33912256,-0.009860761,-0.001727255,0.9406889,51.88005742857143,78.05668071428572,2.7941870714285715,4.169095571428572,362048148.625,1382529221.625,41063.375,78159.375,0.3473750037499999,0.7568298762500001,1.7512500125,3.0703752,0.77,1.35,103.0,26.625,0.021625,-0.021125,-0.0025000001249999,-0.046500003875,1.1893106,3.0,1.0,12.0,-0.3022972933333333,0.2036938333333333,-2.9314725,0.0050755278333333,-0.0002646857,-0.0246047466666666,-0.0324950206666666,0.2582892599999999,-0.6220679149999999,0.2681012933333333,-2.4497038,0.47106113,0.3997727566666667,0.1484542666666666,0.1084744586666666,1.0,1.0
0.961966,-0.33909066,-0.009813683,-0.0017049402,0.94070095,51.88079314285714,78.05773857142857,2.794207457142857,4.169094857142857,362048148.75,1382529221.75,41066.91666666666,78162.91666666667,0.3479166691666666,0.7568300675,1.751166675,3.0702502,0.77,1.35,103.0,26.75,0.0200833333333333,-0.01975,-0.00166666675,-0.0443333369166666,1.1893106,3.0,1.0,12.0,-0.3022456,0.20447367,-2.9323742,0.0046510366,-0.0011303985,-0.024531605,-0.032073896,0.26584998,-0.97598636,0.22017269,-2.4497597,0.47355342,0.40036792,0.14994265,0.10892997,1.0,1.0
0.966962,-0.33905876,-0.009766605,-0.0016826254,0.940713,51.88152885714285,78.05879642857143,2.794227842857143,4.169094142857142,362048148.875,1382529221.875,41070.458333333336,78166.45833333333,0.3484583345833333,0.75683025875,1.7510833375,3.0701252,0.77,1.35,103.0,26.875,0.0185416666666666,-0.018375,-0.0008333333749999,-0.0421666699583333,1.1893106,3.0,1.0,12.0,-0.30218525,0.2049097899999999,-2.93298565,0.003906424875,0.0005524051249999,-0.02391433325,-0.03117462925,0.0689023099999999,-0.6586563125,0.13482945,-2.449763825,0.47189817,0.399909315,0.149139865,0.1086761435,1.0,1.0
0.999013,-0.339048445,-0.0097442774999999,-0.00172916945,0.9407169,51.88226457142857,78.05985428571428,2.7942482285714285,4.169093428571428,362048149.0,1382529222.0,41074.0,78170.0,0.349,0.75683045,1.751,3.0700002,0.77,1.35,103.0,27.0,0.017,-0.017,0.0,-0.040000003,1.1893106,3.0,1.0,12.0,-0.3021249,0.20534591,-2.9335971,0.00316181315,0.00223520875,-0.0232970615,-0.0302753625,-0.12804536,-0.3413262649999999,0.04948621,-2.44976795,0.47024292,0.39945071,0.14833708,0.1084223169999999,1.0,1.0
1.016945,-0.33903813,-0.00972195,-0.0017757135,0.9407208,51.88300028571428,78.06091214285715,2.7942686142857145,4.169092714285714,362048149.1379311,1382529221.9655173,41075.72413793104,78171.72413793103,0.347103448275862,0.7568306413793103,1.7509310379310343,3.069827779310345,0.77,1.35,103.0,26.82758620689655,0.0180689655172413,-0.0147586206896551,-6.896551724137931e-05,-0.0388275891034482,1.1893106,3.0,1.0,12.0,-0.30206455,0.20578203,-2.93420855,0.002417201425,0.003918012375,-0.02267978975,-0.0293760957499999,-0.32499303,-0.0239962174999999,-0.03585703,-2.4497720750000003,0.46858767,0.398992105,0.147534295,0.1081684904999999,1.0,1.0
1.061935,-0.339035515,-0.009541278,-0.0018019704,0.94072348,51.883736,78.06197,2.794289,4.169092,362048149.2758621,1382529221.9310346,41077.44827586207,78173.44827586207,0.3452068965517241,0.7568308327586207,1.7508620758620688,3.0696553586206896,0.77,1.35,103.0,26.655172413793103,0.0191379310344827,-0.0125172413793103,-0.0001379310344827,-0.0376551752068965,1.1893106,3.0,1.0,12.0,-0.3020042,0.20621815,-2.93482,0.0016725897,0.005600816,-0.022062518,-0.028476829,-0.5219407,0.29333383,-0.12120027,-2.4497762,0.46693242,0.3985335,0.14673151,0.107914664,1.0,1.0
1.066933,-0.3390329,-0.009360606,-0.0018282273,0.94072616,51.8845908,78.063328,2.79426484,4.16912008,362048149.4137931,1382529221.8965516,41079.1724137931,78175.1724137931,0.3433103448275862,0.756831024137931,1.7507931137931034,3.0694829379310344,0.77,1.35,103.0,26.48275862068965,0.0202068965517241,-0.0102758620689655,-0.0002068965517241,-0.0364827613103448,1.1893106,3.0,1.0,12.0,-0.3024322066666666,0.2066150533333333,-2.9357137333333334,0.0004464161333333,0.0047779369999999,-0.0252854553333333,-0.0313862973333333,-0.5219543666666667,0.5562553533333334,-0.85721068,-2.4498658,0.4694610066666667,0.39913036,0.1482125733333333,0.1083676793333333,1.0,1.0
1.116925,-0.33901688,-0.009099601,-0.0017392366,0.9407347,51.8854456,78.064686,2.79424068,4.16914816,362048149.55172414,1382529221.862069,41080.89655172414,78176.89655172414,0.3414137931034482,0.7568312155172414,1.750724151724138,3.06931051724138,0.77,1.35,103.0,26.310344827586206,0.0212758620689655,-0.0080344827586206,-0.0002758620689655,-0.0353103474137931,1.1893106,3.0,1.0,12.0,-0.3028602133333333,0.2070119566666666,-2.9366074666666666,-0.0007797574333333,0.003955058,-0.0285083926666666,-0.0342957656666666,-0.5219680333333333,0.8191768766666667,-1.59322109,-2.4499554,0.4719895933333333,0.39972722,0.1496936366666666,0.1088206946666666,1.0,1.0
1.161918,-0.33890456,-0.008280679,-0.0019266017,0.94078237,51.8863004,78.066044,2.79421652,4.1691762400000005,362048149.6896552,1382529221.8275862,41082.62068965517,78178.62068965517,0.3395172413793103,0.7568314068965517,1.7506551896551723,3.069138096551724,0.77,1.35,103.0,26.13793103448276,0.0223448275862069,-0.0057931034482758,-0.0003448275862068,-0.0341379335172413,1.1893106,3.0,1.0,12.0,-0.30328822,0.20740886,-2.9375012,-0.002005931,0.003132179,-0.03173133,-0.037205234,-0.5219817,1.0820984,-2.3292315,-2.450045,0.47451818,0.40032408,0.1511747,0.10927371,1.0,1.0
1.216907,-0.33883804,-0.008069215,-0.0019929446,0.940808,51.8871552,78.067402,2.7941923600000003,4.16920432,362048149.82758623,1382529221.7931037,41084.34482758621,78180.3448275862,0.3376206896551724,0.7568315982758621,1.7505862275862067,3.068965675862069,0.77,1.35,103.0,25.96551724137931,0.0234137931034482,-0.003551724137931,-0.0004137931034482,-0.0329655196206896,1.1893106,3.0,1.0,12.0,-0.30348058,0.207793085,-2.93829575,-0.0003589056999999,0.006819621,-0.0274706625,-0.0319584195,-1.7070037,1.2535111,0.4551202499999998,-2.45015185,0.47036341,0.400161775,0.14852513,0.10855381,1.0,1.0
1.261899,-0.3388187,-0.008170482,-0.00190560635,0.9408143,51.88801,78.06876,2.7941682,4.1692324,362048149.9655172,1382529221.7586207,41086.06896551724,78182.06896551725,0.3357241379310344,0.7568317896551724,1.7505172655172412,3.0687932551724137,0.77,1.35,103.0,25.79310344827586,0.0244827586206896,-0.0013103448275862,-0.0004827586206896,-0.0317931057241379,1.1893106,3.0,1.0,12.0,-0.30367294,0.20817731,-2.9390903,0.0012881196,0.010507063,-0.023209995,-0.026711605,-2.8920257,1.4249238,3.239472,-2.4502587,0.46620864,0.39999947,0.14587556,0.10783391,1.0,1.0
1.266898,-0.33879936,-0.008271749,-0.0018182681,0.9408206,51.88807966666667,78.06924,2.7941667333333333,4.169221433333334,362048150.1034483,1382529221.724138,41087.79310344828,78183.79310344828,0.3338275862068965,0.7568319810344828,1.7504483034482758,3.0686208344827586,0.77,1.35,103.0,25.620689655172413,0.025551724137931,0.0009310344827586,-0.000551724137931,-0.0306206918275862,1.1893106,3.0,1.0,12.0,-0.3038571933333333,0.2081138933333333,-2.9390542666666666,0.0024435601666666,0.0080682713,-0.0263853033333333,-0.0288609226666666,-0.9526318,1.3260746666666667,0.6743598666666668,-2.4504512,0.4687121266666667,0.4006028866666666,0.1473314666666666,0.1082908766666666,1.0,1.0
1.31689,-0.33865038,-0.008011718,-0.002456915,0.94087505,51.88814933333333,78.06972,2.7941652666666665,4.169210466666667,362048150.2413793,1382529221.689655,41089.51724137931,78185.5172413793,0.3319310344827586,0.7568321724137931,1.7503793413793105,3.0684484137931034,0.77,1.35,103.0,25.448275862068964,0.0266206896551724,0.0031724137931034,-0.0006206896551724,-0.0294482779310344,1.1893106,3.0,1.0,12.0,-0.3040414466666666,0.2080504766666666,-2.939018233333333,0.0035990007333333,0.0056294796,-0.0295606116666666,-0.0310102403333333,0.9867621,1.2272255333333333,-1.8907522666666663,-2.4506437,0.4712156133333333,0.4012063033333333,0.1487873733333333,0.1087478433333333,1.0,1.0
1.361881,-0.33856454,-0.00777323485,-0.0025441916,0.940907625,51.888219,78.0702,2.7941638,4.1691995,362048150.3793104,1382529221.6551723,41091.24137931035,78187.24137931035,0.3300344827586207,0.7568323637931035,1.7503103793103447,3.068275993103448,0.77,1.35,103.0,25.27586206896552,0.0276896551724137,0.0054137931034482,-0.0006896551724137,-0.0282758640344827,1.1893106,3.0,1.0,12.0,-0.3042257,0.20798706,-2.9389822,0.0047544413,0.0031906879,-0.03273592,-0.033159558,2.926156,1.1283764,-4.4558644,-2.4508362,0.4737191,0.40180972,0.15024328,0.10920481,1.0,1.0
1.36688,-0.3384787,-0.0075347517,-0.0026314682,0.9409402,51.88828866666667,78.07068,2.7941623333333334,4.169188533333333,362048150.51724136,1382529221.6206896,41092.96551724138,78188.96551724138,0.3281379310344827,0.7568325551724138,1.7502414172413792,3.068103572413793,0.77,1.35,103.0,25.103448275862068,0.0287586206896551,0.0076551724137931,-0.0007586206896551,-0.027103450137931,1.1893106,3.0,1.0,12.0,-0.3042287733333333,0.2078298366666666,-2.9391583333333333,0.0085872655333333,0.0030380331,-0.0351677416666666,-0.034711652,3.4567093333333334,1.5358078666666668,-3.407235866666667,-2.4510828,0.47119811,0.4009768133333333,0.1488038,0.1087266753333333,1.0,1.0
